Name,Symbol,country,price (GBP),revenue_ttm,marketcap,earnings_ttm,pe_ratio_ttm,dividend_yield_ttm,Market_Cap_Bn,Profit_Margin
EVT Limited,EVT.AX,Australia,5.4763893904,763464730,890033915.54288,132991000.0,16.4256,0.0,0.89003391554288,17.419403251280514
LendingClub,LC,United States,8.387427092,761831000,937856942.08,57969000.0,22.5102,0.0,0.93785694208,7.609167912568536
Groupe SFPI,SFPI.PA,France,1.57897161,761478001,145589831.44996,10094000.0,8.17854,0.0,0.14558983144996,1.3255799887513755
Paramount Group,PGRE,United States,3.7640824,757937000,894187880.68352,-129855000.0,-11.7857,0.1,0.89418788068352,-17.13269044788683
Wavestone SA,WAVE.PA,France,47.538074832,757120795,1168751746.2636,87762800.0,21.2414,0.0,1.1687517462636001,11.591650972946793
Oil States International,OIS,United States,3.4821572,756200000,222119849.56928,7212000.0,28.625,0.0,0.22211984956928,0.953715948161862
Empire State Realty Trust,ESRT,United States,8.3167934,756129000,2392450237.0202,187515000.0,33.1818,0.1,2.3924502370201997,24.799339795193678
Mouwasat Medical Services Company,4002.SR,Saudi Arabia,20.2948046,754258379,4114999215.6248,206320000.0,31.9771,0.1,4.1149992156248,27.354021611737373
Tootsie Roll Industries,TR,United States,23.9331636,751039000,1736923150.5613,123238000.0,25.1437,0.1,1.7369231505613,16.40900139673173
Permata Bank,BNLI.JK,Indonesia,0.058043674528,747678110,2100096521.7695,222588000.0,20.8367,0.1,2.1000965217695002,29.77056530383108
Cresco Labs,CRLBF,United States,1.257234,747447000,438327084.60032,-72746000.0,-2.11538,0.0,0.43832708460032,-9.732596424897016
Genuit Group,GEN.L,United Kingdom,4.7699991332,747201339,1188540927.9228,61661600.0,0.0,0.0,1.1885409279228,8.252340671996574
Semperit,SEM.VI,Austria,9.794691016,747134557,201510251.86272,16891600.0,-10.9813,0.0,0.20151025186272,2.260851120021209
TPBank (Tien Phong Commercial Joint Stock Bank),TPB.VN,Vietnam,0.53275252652,746787659,1407510795.9922,239392000.0,6.821,0.0,1.4075107959922,32.05623407335926
Middle East Healthcare Company,4009.SR,Saudi Arabia,14.708190076,745097482,1377457635.2007,122119000.0,34.1349,0.0,1.3774576352007,16.389667520041357
Kirloskar Ferrous Industries,KIRLFER.NS,India,4.1783676716,744056754,695367525.91944,49897300.0,16.6508,0.1,0.6953675259194401,6.706114786507267
Alembic Pharmaceuticals,APLLTD.NS,India,10.948831828,742909294,2152138930.7611,85726200.0,43.8808,0.1,2.1521389307610996,11.539255288950525
DocGo,DCGO,United States,2.590664,742836424,265068986.77504,46643300.0,56.3333,0.0,0.26506898677504,6.2790808976270664
CPH Group AG,CPHN.SW,Switzerland,60.513186888,742165115,362786659.74512,109401000.0,5.10798,0.0,0.36278665974512,14.740789857793303
Cricut,CRCT,United States,5.2422848,741494000,1134262677.6064,108570000.0,31.2727,0.0,1.1342626776064,14.64206048868905
Astronics Corporation,ATRO,United States,15.1668138,741402000,528580161.56928,2083000.0,-16.9915,0.0,0.52858016156928,0.2809541921926296
Keywords Studios,KWS.L,Ireland,24.32100124,740914991,1958130175.8604,72922500.0,0.0,0.1,1.9581301758604,9.842222236801792
GungHo Online Entertainment,3765.T,Japan,16.479594684,740165421,919717153.89784,166787000.0,8.88217,0.1,0.91971715389784,22.533746547449155
SM Entertainment,041510.KQ,South Korea,38.089770832,738584795,872053277.94592,64454200.0,0.0,0.1,0.87205327794592,8.726716341351166
AssetMark,AMK,United States,26.8514704,737462000,2009349330.5037,193775000.0,24.6434,0.0,2.0093493305037002,26.275930149621267
OPC Energy,OPCE.TA,Israel,6.15644631,736647914,1574289729.2549,148985000.0,45.5607,0.0,1.5742897292549,20.224722987541103
Air Busan,298690.KS,South Korea,1.3721451876,735566144,159967032.19764,124864000.0,4.98442,0.0,0.15996703219764,16.97522391677668
Kakao Games,293490.KQ,South Korea,9.963693744,735195952,815057299.17988,-101740000.0,0.0,0.0,0.81505729917988,-13.838487511149951
Erbud,ERB.WA,Poland,6.0726535688,731800994,72445511.72836,14176800.0,6.82178,0.0,0.07244551172836,1.9372479835686038
ATI Physical Therapy,ATIP,United States,4.647956,729331000,20455747.31512,26876000.0,-0.0752639,0.0,0.02045574731512,3.6850209301400874
Matrix Service,MTRX,United States,8.7320616,728213000,240553454.0992,-25012000.0,-5.95361,0.0,0.2405534540992,-3.434709350148926
Motorcar Parts of America,MPAA,United States,4.990838,727866000,98587017.5168,32795000.0,-22.8966,0.0,0.0985870175168,4.505637026595554
Kulicke and Soffa Industries,KLIC,Singapore,34.311134996,727233000,1870275952.4147,-39490000.0,26.0291,0.1,1.8702759524147001,-5.430171623124913
Nordwest Handel,NWX.F,Germany,17.900650084,725378807,57371602.9492,19050800.0,5.81497,0.0,0.0573716029492,2.626324317192245
NETGEAR,NTGR,United States,15.1591942,724518000,434745994.51392,-41877000.0,-5.36757,0.0,0.43474599451392,-5.779980621599464
8x8,EGHT,United States,1.5391592,723565000,197520294.04032,-19979000.0,-4.0,0.0,0.19752029404032,-2.7611893886520216
SIA Engineering Company,S59.SI,Singapore,1.4156531036,723409997,1589932899.874,151496000.0,14.7732,0.1,1.589932899874,20.94192790094937
BlueNord ASA,BNOR.OL,Norway,32.734411168,723200000,867416317.79068,184600000.0,9.80618,0.0,0.8674163177906801,25.525442477876105
Martin Midstream Partners,MMLP,United States,2.7582952,723159000,107576548.44864,66672000.0,-26.0714,0.1,0.10757654844864001,9.219549227763189
orion-group-holdings,ORN,United States,4.3088838,722909000,167874125.03936,-17688000.0,-9.98246,0.0,0.16787412503936,-2.4467809917984145
Chargeurs,CRI.PA,France,9.744020676,722087110,234845879.94912,-10944100.0,0.0,0.0,0.23484587994911998,-1.5156204630214214
Volati AB,VOLO.ST,Sweden,8.135904096,720131458,720173569.56056,36518000.0,27.7109,0.0,0.72017356956056,5.071018575055778
Warby Parker,WRBY,United States,12.19136,719929000,1460976008.32,-55419000.0,-25.8548,0.0,1.4609760083199999,-7.6978424261281315
HireRight,HRT,United States,10.9417456,719632000,736959373.10976,-7745000.0,11.1318,0.0,0.73695937310976,-1.076244524979434
Hexatronic Group AB,HTRO.ST,Sweden,3.8031785676,718799549,781450822.506,66949200.0,12.2084,0.0,0.7814508225060001,9.314029216231464
REX American Resources,REX,United States,34.8291916,718079000,611851344.19712,109203000.0,31.3741,0.0,0.61185134419712,15.207658210308336
Badger Infrastructure Solutions,BDGI.TO,Canada,20.53215514,717097000,707813865.166,57383000.0,33.8919,0.1,0.707813865166,8.002125235498127
ECARX Holdings,ECX,China,1.4972514,716718954,506171320.28416,-157469000.0,-4.53247,0.0,0.50617132028416,-21.970815634380447
Asahi Intecc,7747.T,Japan,13.484253728,714794440,3662676939.6847,147734000.0,46.8119,0.1,3.6626769396847,20.668039891300776
Newpark Resources,NR,United States,5.2727632,714430000,455912146.09152,42620000.0,25.6296,0.0,0.45591214609152003,5.965594949820137
Duni AB,DUNI.ST,Sweden,7.840111224,713984892,368476112.20052,57344600.0,13.2965,0.0,0.36847611220051996,8.031626529150703
Neurones,NRO.PA,France,36.898979744,713734513,895649286.43728,78157100.0,24.7654,0.1,0.89564928643728,10.950444258536226
Cars.com,CARS,United States,12.6790144,713009000,837069798.58944,54209000.0,9.28889,0.0,0.83706979858944,7.602849332897621
Al-Babtain Power and Telecommunications,2320.SR,Saudi Arabia,8.938628956,712399105,585429607.80772,96295000.0,15.5777,0.1,0.5854296078077199,13.51700182161234
Progress Software,PRGS,United States,50.4874696,711724000,2159677382.0211,113628000.0,36.4286,0.1,2.1596773820211,15.965177512631302
XXL ASA,XXL.OL,Norway,4.406719464,711112910,108562637.45872,-145569000.0,-34.8646,0.0,0.10856263745872,-20.47058884080729
dLocal,DLO,Uruguay,6.1109192,707635000,1740499802.9926,166349000.0,17.6778,0.0,1.7404998029926,23.50774057247027
Sleep Country Canada Holdings,ZZZ.TO,Canada,19.655824944,705542654,666358477.39208,95653400.0,20.9458,0.0,0.66635847739208,13.55742270969772
SRP Groupe (Showroomprive.com),SRP.PA,France,0.9583628096,705143470,109962290.92624,737999.0,0.0,0.0,0.10996229092623999,0.10465941065865646
Gland Pharma,GLAND.NS,India,16.311125328,703252273,2687287640.1346,134040000.0,38.8017,0.0,2.6872876401346,19.060016603742994
Delticom AG,DEX.DE,Germany,2.127811398,703175888,31558457.72708,11553100.0,9.35064,0.0,0.03155845772708,1.642988645822281
Portillo's,PTLO,United States,10.0273936,702356000,619638746.07616,61328000.0,47.1429,0.0,0.61963874607616,8.731754267066844
SJW Group,SJW,United States,44.0260488,701737000,1440162430.8736,169764000.0,18.0188,0.1,1.4401624308736,24.191969356040797
Veeco,VECO,United States,25.4227954,701653000,1443628385.7562,97741000.0,23.2847,0.0,1.4436283857562,13.930105051927377
Tredegar,TG,United States,5.544249548,701507000,191335373.28512,-122391000.0,-10.8209,0.0,0.19133537328512001,-17.446867957126585
GoHealth,GOCO,United States,7.0786084,700204000,161667625.57696,-67635000.0,-0.638814,0.0,0.16166762557696,-9.65932785302569
WaFd Bank,WAFD,United States,26.135228,699893000,2122684699.4842,231265000.0,9.26075,0.1,2.1226846994842,33.04290798736378
Jain Irrigation Systems,JISLDVREQS.NS,India,0.30707673764,699474678,392907364.48076,57032900.0,2.35572,0.0,0.39290736448075997,8.153676150661168
DOF Group,DOFG.OL,Norway,6.2024991724,698562254,1145260119.4346,117489000.0,19.9412,0.0,1.1452601194346002,16.818687143093193
TeamViewer,TMV.DE,Germany,9.554064048,698214874,1526919204.0932,176438000.0,18.5074,0.0,1.5269192040932,25.269871291799497
Gasco (National Gas and Industrialization Company),2080.SR,Saudi Arabia,21.534056344,697695794,1633200572.9338,63641100.0,32.909,0.1,1.6332005729338,9.121611531457791
Polytec Holding,PYT.VI,Austria,2.448672754,697009489,53859824.5542,-16097000.0,-6.38229,0.0,0.0538598245542,-2.3094377126908814
V-ZUG Holding,VZUG.SW,Switzerland,49.674991652,696304173,319339094.02496,16208000.0,48.9641,0.0,0.31933909402495997,2.3277183490324997
OX2 AB,OX2.ST,Sweden,4.4266904356,694649391,1206352400.4943,47794500.0,43.7092,0.0,1.2063524004942998,6.880377442092941
LoveSac,LOVE,United States,21.2510644,693776000,330638924.25088,10548000.0,19.1986,0.0,0.33063892425088,1.5203754525956503
ACM Research,ACMR,United States,15.7039956,693561000,981041177.472,130335000.0,17.4018,0.0,0.981041177472,18.792146617240586
EverCommerce,EVCM,United States,7.9091448,691687000,1457283586.7341,8201000.0,-36.5923,0.0,1.4572835867341,1.1856518916793288
Amotiv Limited,AOV.AX,Australia,5.3087429512,691013295,747975781.64624,88255600.0,15.1438,0.0,0.74797578164624,12.771910560707807
Ecovyst,ECVT,United States,5.2537142,689491000,611879091.73248,61329000.0,13.3269,0.0,0.61187909173248,8.894822412475289
SunOpta,STKL,Canada,5.0022674,688008000,586650925.2992,16828000.0,-23.2857,0.0,0.5866509252992,2.4459017918396295
Perion Network,PERI,Israel,6.083641032,686046000,287798802.18624,91500000.0,3.188,0.0,0.28779880218624004,13.337298082052806
Red Sea International Company,4230.SR,Saudi Arabia,13.5705076,684242559,410296370.61612,33277300.0,-18.6597,0.0,0.41029637061611995,4.863377695861797
Dynamic Materials Corporation,BOOM,United States,9.8521428,684231000,197425128.28416,34161000.0,7.78443,0.0,0.19742512828415998,4.992612144144302
Avanos Medical,AVNS,United States,18.1575068,682400000,834319232.71168,14000000.0,-19.9748,0.0,0.8343192327116801,2.0515826494724503
LiveRamp,RAMP,United States,19.0642392,681553000,1269899457.6077,15684000.0,-17.7943,0.0,1.2698994576077,2.301215019228145
Aixtron,AIXA.F,Germany,13.547953584,680514480,1524900388.7873,144150000.0,14.0428,0.1,1.5249003887873,21.182502979216547
Rubicon Technologies,RBT,United States,0.13067614,679546000,7296550.29488,-44669000.0,-0.027484,0.0,0.00729655029488,-6.5733592722199825
KMD Brands,KMD.NZ,New Zealand,0.2286299078,679000324,162708394.36056,32542300.0,9.84181,0.0,0.16270839436056,4.792678125437831
Kingnet Network,002517.SZ,China,1.278340292,678894682,2751646640.3001,230224000.0,22.613,0.1,2.7516466403000996,33.91159278516781
Lifetime Brands,LCUT,United States,4.876544,678720000,108053974.2976,-4916000.0,-7.35632,0.1,0.1080539742976,-0.7243045733144743
Workiva,WK,United States,61.032996,677998000,3371462674.6573,-28403000.0,-31.5608,0.0,3.3714626746573,-4.189245396004118
Mattr Corp.,MATR.TO,Canada,7.889867212,675906717,522001069.0006,49311900.0,9.43171,0.0,0.5220010690006,7.295666511330142
Jakks Pacific,JAKK,United States,19.5290348,675835000,214508856.66944,33126000.0,3.59693,0.0,0.21450885666944,4.901492228132606
Sundial Growers,SNDL,Canada,1.554322204,674770573,412013545.76896,-85078300.0,-2.26739,0.0,0.41201354576896,-12.608478111566967
Enter Air,ENT.WA,Poland,11.376367584,674508280,199584632.6464,29149700.0,17.3398,0.0,0.1995846326464,4.321622263851231
Coursera,COUR,United States,6.3318876,673825000,993574480.73728,-92489000.0,-8.30303,0.0,0.99357448073728,-13.725967424776464
WELL Health Technologies,WELL.TO,Canada,2.4885765992,673357249,619581346.8674,146956000.0,36.2624,0.0,0.6195813468674001,21.82437334984419
Borregaard,BRG.OL,Norway,14.130472004,672664240,1409512088.5039,116144000.0,20.643,0.1,1.4095120885039,17.266266451149537
Deutsche Pfandbriefbank,PBB.DE,Germany,5.036669894,672153683,677306298.09916,60135900.0,5.72676,0.0,0.67730629809916,8.946748566726221
Dalata Hotel Group,DHG.IR,Ireland,3.5210247796,671786425,776530404.8492,116662000.0,9.88229,0.1,0.7765304048492,17.365935907383065
TowneBank,TOWN,United States,24.916092,671449000,1843048256.6451,178912000.0,13.6639,0.1,1.8430482566451,26.64565737680747
G City,GCT.TA,Israel,2.7807273024,669579587,504624030.209,86317200.0,-3.8675,0.0,0.504624030209,12.891253209605388
Great Lakes Dredge &amp; Dock Corp.,GLDD,United States,7.8253292,667660000,525775270.99136,72002000.0,-16.3594,0.0,0.52577527099136,10.784231495072342
LendingTree,TREE,United States,44.4832248,667449000,593526315.91936,23401000.0,-5.0375,0.0,0.59352631591936,3.506035667144606
Greenlight Reinsurance,GLRE,Cayman Islands,10.3778952,666953000,366558669.57696,78767000.0,6.55502,0.0,0.36655866957696004,11.809977614614523
International Money Express,IMXI,United States,14.2410324,666163000,464368756.10368,94399000.0,12.1039,0.0,0.46436875610368,14.170555854948413
Perpetual Limited,PPT.AX,Australia,9.459200028,663490054,1080971349.8843,59378200.0,25.6196,0.0,1.0809713498843,8.949373037625067
Perdoceo Education,PRDO,United States,16.820267,662846000,1104644207.3754,176330000.0,11.7302,0.1,1.1046442073754001,26.60195580873989
BKV Corporation,BKV,United States,13.867595804,662392000,1166619814.9478,-73211000.0,-12.4105,0.0,1.1666198149478,-11.052518750226453
Montrose Environmental,MEG,United States,20.5195828,662329000,702383261.952,-20222000.0,-14.8315,0.0,0.7023832619520001,-3.0531654208105037
WideOpenWest,WOW,United States,4.038388,662200000,342007464.98176,-147000000.0,-2.88108,0.0,0.34200746498176005,-22.198731501057082
Bandwidth,BAND,United States,13.0752336,662034000,356934249.1904,-21758000.0,13.5312,0.0,0.3569342491904,-3.2865381536295724
Braves Group,BATRK,United States,30.6079332,659528000,1924464499.4662,-23083000.0,-12.3039,0.0,1.9244644994662001,-3.499927220679031
Atlanta Braves,BATRA,United States,32.497594,659528000,1931650574.7046,-23083000.0,-17.6651,0.0,1.9316505747046,-3.499927220679031
ZE PAK SA,ZEP.WA,Poland,3.4937466116,659129052,177564397.81892,235618000.0,4.53226,0.0,0.17756439781892,35.74686918822082
Dom Development,DOM.WA,Poland,37.57948622,659025435,969489956.83112,146561000.0,13.2125,0.0,0.96948995683112,22.239050606597605
Gran Tierra Energy,GTE,Canada,4.647956,658051000,142464502.40384,162703000.0,13.1064,0.0,0.14246450240384,24.724983321961368
Gorman-Rupp,GRC,United States,29.4192756,656802000,771594051.56096,42978000.0,35.75,0.1,0.7715940515609601,6.543524532507513
Harmony Biosciences,HRMY,United States,29.832791292,656109000,1695537677.1891,192275000.0,15.5278,0.0,1.6955376771891,29.305344081547425
Godawari Power &amp; Ispat,GPIL.NS,India,10.08149276,655883103,1304654345.9163,163581000.0,19.94,0.1,1.3046543459163,24.940572375135574
Paycor,PYCR,United States,10.781734,654948000,1928011112.3866,-59715000.0,-26.0,0.0,1.9280111123866,-9.117517726598143
IDP Education,IEL.AX,Australia,8.077385568,654370731,2248237253.5749,138154000.0,41.799,0.1,2.2482372535749002,21.112496854630866
Latitude Group Holdings,LFS.AX,Australia,0.58421606688,653843691,607397764.19312,-126313000.0,31.2974,0.0,0.60739776419312,-19.318531590755995
Stillfront Group,SF.ST,Sweden,0.48741666848,653509019,247472591.8908,48514800.0,11.4721,0.0,0.2474725918908,7.423738401382337
Freshworks,FRSH,United States,8.7777792,652935000,2651688291.369,-154730000.0,-20.0702,0.0,2.651688291369,-23.69761155398317
AS ONE Corporation,7476.T,Japan,15.490037232,651438199,1109354573.995,73845900.0,12.6327,0.1,1.109354573995,11.335825886992543
LINK Mobility Group,LINK.OL,Norway,1.6899739428,650628595,480674940.88304,54294100.0,20.7286,0.0,0.48067494088304,8.344868396077796
Dialog Group,7277.KL,Malaysia,0.3785150594,649896932,2135840459.3028,154585000.0,24.9275,0.1,2.1358404593027998,23.786079359426797
Meier Tobler Group,MTG.SW,Switzerland,23.84401428,649318057,269155731.80448,39736700.0,11.0591,0.0,0.26915573180448,6.119758964288283
Magnite,MGNI,United States,10.5188578,649216000,1484705368.9549,23128000.0,-7.97674,0.0,1.4847053689549001,3.5624507097791795
Sweetgreen,SG,United States,27.4077012,648945000,3128397385.8918,-93073000.0,-25.4965,0.0,3.1283973858918,-14.342201573322855
Knowit,KNOW.ST,Sweden,11.50864384,647075954,314745524.44388,26488600.0,39.2787,0.0,0.31474552444388004,4.093584352232011
Religare,RELIGARE.NS,India,2.6511560044,646034496,877254469.48116,44250800.0,2.84608,0.0,0.87725446948116,6.8496032756739975
Caisse Régionale de Crédit Agricole Mutuel du Languedoc,CRLA.PA,France,39.685391268,644080256,783906015.35172,231686000.0,0.0,0.0,0.78390601535172,35.97160413499773
Thermador Groupe,THEP.PA,France,65.185373216,642217555,597796474.62628,88141700.0,12.1892,0.1,0.5977964746262799,13.724585899866906
Duluth Holdings,DLTH,United States,2.9030676,642126000,101710133.06912,-19194000.0,-27.2857,0.0,0.10171013306912001,-2.989132973902318
ACTIA Group,ALATI.PA,France,2.9890700252,640417864,60032518.13728,10583700.0,0.0,0.0,0.06003251813728,1.65262410606335
Holley,HLLY,United States,2.27787942,640369000,272837565.19424,83419000.0,10.4483,0.0,0.27283756519423996,13.026708038646467
Renasant Corp,RNST,United States,24.4741552,639675000,1581813550.121,182343000.0,11.0069,0.1,1.581813550121,28.505569234376832
Total Energy Services,TOT.TO,Canada,5.1962395572,638828604,201875543.86828,64705800.0,5.76303,0.0,0.20187554386828,10.128820092720831
Lee Enterprises,LEE,United States,6.6938186,637547000,41438417.4008,-10902000.0,-5.32424,0.0,0.041438417400799996,-1.7099915770915715
MDA Ltd.,MDA.TO,Canada,9.499279124,636319816,1140465879.3059,46055600.0,0.0,0.0,1.1404658793059002,7.23780697095248
Immofinanz,IMO1.F,Austria,14.996058564,636253961,2069060985.761,141798000.0,-22.7117,0.0,2.069060985761,22.28638384854
Savaria Corporation,SIS.TO,Canada,12.195703172,634384269,866800941.3696,59747700.0,36.5354,0.1,0.8668009413696001,9.418219038467361
NRC Group ASA,NRC.OL,Norway,0.2627276178,634013247,19141954.54824,-62166700.0,-0.338615,0.0,0.019141954548239998,-9.805268311688762
CarParts.com,PRTS,United States,0.689497604,633818000,39501316.9712,-23780000.0,-6.038,0.0,0.0395013169712,-3.75186567752888
Elmos Semiconductor,ELG.DE,Germany,55.728459068,633403134,954110207.9754,168284000.0,12.0611,0.0,0.9541102079754,26.568229768184253
Cathay Real Estate Development,2501.TW,Taiwan,0.60539093528,632957375,748045262.49276,92126400.0,13.6498,0.1,0.7480452624927599,14.554913749128842
James Fisher and Sons,FSJ.L,United Kingdom,3.5800004836,632159087,180380096.03748,-50832600.0,0.0,0.0,0.18038009603748,-8.041108803993195
Mayville Engineering Company,MEC,United States,16.2373676,631704000,334806394.37056,27028000.0,48.7727,0.0,0.33480639437056,4.278586173271026
Resolute Mining,RSG.AX,Australia,0.37593049108,631073000,800374472.4664,96324000.0,-25.4389,0.0,0.8003744724664,15.263527357373869
Supernus Pharmaceuticals,SUPN,United States,23.5140856,630163000,1295753138.3398,37424000.0,38.924,0.0,1.2957531383397998,5.938780918587731
NeoGenomics,NEO,United States,11.0255612,628248000,1413013930.1786,-76328000.0,-15.7609,0.0,1.4130139301786,-12.149342297946033
U.S. Physical Therapy,USPH,United States,64.2941848,627673000,969337666.93376,45436000.0,43.7202,0.1,0.96933766693376,7.238801095474873
Central Plaza Hotel,CENTEL.BK,Thailand,0.921362032,627554016,1243837473.0127,83415900.0,48.0396,0.1,1.2438374730127,13.292226306141588
Tetra Technologies,TTI,United States,2.201988204,627497000,289449146.58944,40309000.0,13.1818,0.0,0.28944914658944,6.423775731198715
Schoeller-Bleckmann Oilfield Equipment,SBO.VI,Austria,24.360089788,625184925,383902845.79572,88613100.0,6.52744,0.0,0.38390284579572,14.173902225809428
Sienna Senior Living,SIA.TO,Canada,9.392528528,624433861,775735951.82696,29030100.0,47.0131,0.0,0.77573595182696,4.6490271929696005
BlackBerry,BB,Canada,1.885851,624000000,1114024922.4755,-114000000.0,-2.65263,0.0,1.1140249224755001,-18.269230769230766
Tanmiah Food Company,2281.SR,Saudi Arabia,29.253777888,621943677,585076065.98732,39031900.0,35.3782,0.1,0.58507606598732,6.275793362555561
Castrol India,CASTROLIND.NS,India,2.2324589844,620630805,2209076822.2685,143350000.0,0.0,0.0,2.2090768222685,23.097467744934125
GrafTech,EAF,United States,0.8800638,618464000,226323357.34912,-23242000.0,2.26,0.0,0.22632335734911999,-3.7580198685776374
Tillys,TLYS,United States,3.7945608,618218000,114413219.30944,-32683000.0,-19.1538,0.0,0.11441321930944,-5.286646458045544
Groupe LDLC,ALLDL.PA,France,13.594356948,617507425,83082105.30168,559425.0,0.0,0.0,0.08308210530168,0.09059405237111116
Time Technoplast,TIMETECHNO.NS,India,3.5539490712,617462029,806703632.2496,67685500.0,37.5197,0.1,0.8067036322496001,10.96188863785177
home24,H24.HM,Germany,4.052979534,616633812,136674953.54912,-52461800.0,-3.1419,0.0,0.13667495354912002,-8.507772194626266
J.Jill,JILL,United States,19.1290058,616327000,288549570.51776,76963000.0,11.9479,0.1,0.28854957051776,12.487364661940822
Narayana Hrudayalaya,NH.NS,India,11.362576108,615381097,2307734782.8331,109768000.0,33.3887,0.0,2.3077347828330996,17.837401983116163
Haynes International,HAYN,United States,45.0775536,614334000,576316504.48896,45838000.0,16.4333,0.1,0.57631650448896,7.461413498194792
QuinStreet,QNST,United States,14.5000988,613514000,813819509.63712,-29716000.0,-13.7681,0.0,0.81381950963712,-4.843573251792136
DoubleVerify,DV,United States,12.9895131,612877000,2207489945.3235,84165000.0,53.625,0.0,2.2074899453235,13.732771828605086
Sterlite Technologies,STLTECH.NS,India,1.144387724,611286302,558172201.6938,11318000.0,24.0328,0.1,0.5581722016938,1.8515055814223038
American Public Education,APEI,United States,11.1550944,610969000,197464140.63616,29734000.0,-3.80103,0.0,0.19746414063616,4.86669536424925
Alok Industries,ALOKINDS.NS,India,0.24095613472,610826540,1196878801.7082,-27819600.0,-13.6483,0.0,1.1968788017082,-4.55441900085088
PWO AG,PWO.DE,Germany,25.331131612,608475170,79159740.95088,31903900.0,5.90569,0.0,0.07915974095088,5.243254215287043
Spirent,SPT.L,United Kingdom,1.696999214,607500000,970422656.06596,114600000.0,0.0,0.1,0.97042265606596,18.864197530864196
Finolex Cables,FINCABLES.NS,India,12.828891932,605134266,1962040708.4963,116879000.0,38.8379,0.1,1.9620407084963,19.3145565483479
Nitta Corporation,5186.T,Japan,19.736973684,604832091,550875050.97444,81981200.0,9.38875,0.1,0.55087505097444,13.554373390548156
Ratnamani Metals &amp; Tubes,RATNAMANI.NS,India,33.311138692,604602119,2334842671.8221,98202500.0,40.5007,0.1,2.3348426718221003,16.242500135862077
Pathward Financial,CASH,United States,49.9159996,602509000,1246751966.2029,195307000.0,10.8126,0.1,1.2467519662028999,32.415615368401134
Stratasys,SSYS,Israel,6.3166484,600561000,449315840.08448,-87620000.0,-12.5231,0.0,0.44931584008448,-14.58969197134013
Arbonia,ARBN.SW,Switzerland,11.542627256,600177934,801601833.06264,-28575400.0,0.0,0.0,0.80160183306264,-4.761154714495051
Afya,AFYA,Brazil,12.9990376,599197023,1172420854.1594,181154000.0,23.2906,0.0,1.1724208541594,30.232793730018248
Sohu.com,SOHU,China,12.1380228,598512000,401145874.87232,-35418000.0,-7.81407,0.0,0.40114587487232,-5.917675836073462
Jamf,JAMF,United States,13.3381098,598409000,1702489678.3155,-93212000.0,-19.0217,0.0,1.7024896783155,-15.576637383461813
Sano Bruno's Enterprises,SANO1.TA,Israel,63.138824852,598309159,709687036.38964,93076200.0,13.7175,0.0,0.7096870363896399,15.556539391034127
Shankara Building,SHANKARA.NS,India,4.7778016036,597470964,115858393.79128,12782100.0,17.2303,0.1,0.11585839379128,2.1393675626385753
ODDITY Tech,ODD,Israel,31.126066,596122000,1770036639.8771,104787000.0,31.5988,0.0,1.7700366398771,17.578113205015082
Zensar,ZENSARTECH.NS,India,6.1338084784,595803477,1393883346.3594,105087000.0,28.5996,0.1,1.3938833463594,17.637862828383593
CATRION Catering Holding Company,6004.SR,Saudi Arabia,22.54982522,595678854,1868790577.6852,94991200.0,31.888,0.1,1.8687905776852,15.946713461814443
China Automotive Systems,CAAS,China,3.3069064,594703000,99821289.09024,49673000.0,4.15104,0.0,0.09982128909024,8.352572628690288
Traeger,COOK,United States,2.9030676,594594000,375848534.6624,-48778000.0,-1.64103,0.0,0.3758485346624,-8.203580930853658
AlzChem Group,ACT.DE,Germany,40.023168136,593823966,407287749.45928,77196700.0,13.8074,0.0,0.40728774945928004,12.999930016297121
Synsam,SYNSAM.ST,Sweden,3.6907589892,592914520,545582397.5706,46843300.0,16.874,0.0,0.5455823975706,7.900514900529
Wheels India,WHEELS.NS,India,6.942141364,592078355,169617382.84496,11438900.0,31.166,0.0,0.16961738284496,1.9319909102233606
Lindblad Expeditions,LIND,United States,7.0633692,591462000,383673754.14016,-39899000.0,-8.94231,0.0,0.38367375414016003,-6.745826443626133
Enerpac Tool Group,EPAC,United States,31.7661124,591405000,1724903054.7866,106971000.0,50.4337,0.1,1.7249030547866002,18.087604940776625
Ranger Energy Services,RNGR,United States,8.7930184,590900000,195403727.648,23100000.0,9.84034,0.1,0.19540372764800001,3.9092909121678794
Technoprobe,TPRO.MI,Italy,5.3490887332,588821668,3472140830.4373,222290000.0,26.2612,0.0,3.4721408304373003,37.751667793583984
Sakata Seed,1377.T,Japan,18.881216408,588405436,827924720.38124,147007000.0,18.1017,0.1,0.82792472038124,24.983963608385153
Century Casinos,CNTY,United States,1.9506176,587389000,59850019.57376,55481000.0,-18.5,0.0,0.05985001957376,9.44535903804804
Recticel,RECT.BR,Belgium,11.095051952,585259783,623225565.3398,-1107670.0,12.0503,0.0,0.6232255653398,-0.18926125323735085
American Vanguard,AVD,United States,4.0345782,585048000,116340697.70816,-1987000.0,13.175,0.1,0.11634069770816,-0.3396302525604737
South Indian Bank,SOUTHBANK.NS,India,0.22324589844,584097391,584073346.43828,184127000.0,5.83198,0.1,0.58407334643828,31.52333888784653
Johnson Outdoors,JOUT,United States,27.7810616,583317000,286267152.864,-12141000.0,8.18019,0.1,0.286267152864,-2.081372564146082
